base_task_id,building_id,condition,condition_zh,partition_status,partition_status_zh,task_crowd_structure_status,task_crowd_structure_status_zh,cluster_count,largest_cluster_support,second_cluster_support,supported_cluster_count,singleton_cluster_count,largest_cluster_median_iou,best_cluster_rank,best_cluster_support,best_cluster_median_iou,crowd_gt_gap_best_minus_largest,crowd_gt_relationship,task_final_scope,geometry_reference_status,display_thresholds,comparison_cluster_rank,comparison_cluster_support,largest_cluster_n_pairs_median,comparison_cluster_n_pairs_median,n_pair_difference,top_boundary_difference_px,bottom_boundary_difference_px,room_height_difference_px,wall_x_circular_rmse_px,seam_pair_count_difference,observed_meta_codes,observable_geometric_difference_codes,manual_review_priority,image_reference,interpretation_boundary_zh
wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,wc2JMjhGNzB,manual,纯人工,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,4.0,2,1,1.0,3.0,0.8755284420212273,1.0,2.0,0.8755284420212273,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,1.0,4.0,4.0,0.0,37.119866042470335,28.117681355406944,65.23754739787728,51.41653093128352,1.0,in_scope;low_texture;occlusion;oos_insufficient_evidence;seam,scope_or_adjacent_space_extent;panorama_seam_boundary;ceiling_boundary_interpretation;room_height_or_vertical_extent;horizontal_wall_boundary_placement;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,semi,模型预标注辅助,unique,唯一分区,unimodal,单峰,1.0,4,0,1.0,0.0,0.9758816628785102,1.0,4.0,0.9758816628785102,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,,,4.0,,,,,,,,acceptable;in_scope;occlusion;topology_issue;trivial,scope_or_adjacent_space_extent;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,manual,纯人工,unique,唯一分区,unimodal,单峰,1.0,5,0,1.0,0.0,0.9747584422619798,1.0,5.0,0.9747584422619798,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,,,6.0,,,,,,,,in_scope;occlusion;seam;trivial,panorama_seam_boundary;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,semi,模型预标注辅助,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,2.0,3,1,1.0,1.0,1.0,1.0,3.0,1.0,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,1.0,6.0,5.0,1.0,11.976834547426478,6.091267942583727,5.885566604842751,,0.0,acceptable;corner_issue;in_scope;trivial,different_wall_count_or_topology;ceiling_boundary_interpretation,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,manual,纯人工,unique,唯一分区,unimodal,单峰,1.0,5,0,1.0,0.0,0.9163897654748668,1.0,5.0,0.9163897654748668,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,,,4.0,,,,,,,,in_scope;low_image_quality;occlusion;trivial,visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,manual,纯人工,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,3.0,3,1,1.0,2.0,0.9709950282253637,1.0,3.0,0.9709950282253637,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,1.0,4.0,5.0,1.0,7.525220583280145,14.264224242159969,21.789444825440114,,0.0,in_scope;low_image_quality;occlusion;trivial,different_wall_count_or_topology;floor_boundary_interpretation;room_height_or_vertical_extent;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,semi,模型预标注辅助,unique,唯一分区,unimodal,单峰,1.0,4,0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,,,4.0,,,,,,,,acceptable;in_scope;occlusion;trivial,visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,manual,纯人工,unique,唯一分区,unimodal,单峰,1.0,5,0,1.0,0.0,0.9466076046882738,1.0,5.0,0.9466076046882738,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,,,4.0,,,,,,,,in_scope;occlusion;trivial,visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,manual,纯人工,unique,唯一分区,unimodal,单峰,1.0,5,0,1.0,0.0,0.8438671769299161,1.0,5.0,0.8438671769299161,0.0,unimodal_intermediate_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,,,4.0,,,,,,,,in_scope;occlusion;trivial,visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,semi,模型预标注辅助,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,2.0,3,1,1.0,1.0,0.9946113385950268,1.0,3.0,0.9946113385950268,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,1.0,8.0,4.0,4.0,53.431605429267734,50.01904132347363,103.45064675274136,,2.0,acceptable;corner_issue;in_scope;occlusion;oos_insufficient_evidence;topology_issue;trivial;underextension,different_wall_count_or_topology;scope_or_adjacent_space_extent;panorama_seam_boundary;ceiling_boundary_interpretation;room_height_or_vertical_extent;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,yqstnuAEVhm,manual,纯人工,unique,唯一分区,unimodal,单峰,1.0,5,0,1.0,0.0,0.950241617252949,1.0,5.0,0.950241617252949,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,,,4.0,,,,,,,,in_scope;occlusion;trivial,visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,semi,模型预标注辅助,unique,唯一分区,unimodal,单峰,1.0,4,0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,,,8.0,,,,,,,,acceptable;corner_issue;in_scope;trivial,mixed_or_not_identifiable_from_available_geometry,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm,manual,纯人工,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,3.0,3,1,1.0,2.0,0.9564454449485804,1.0,3.0,0.9564454449485804,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,1.0,12.0,13.0,1.0,3.5661398041085874,3.285764246874578,6.8519040509831655,,1.0,in_scope;low_image_quality;low_texture;occlusion;oos_geometry;oos_open_or_ambiguous_boundary;oos_split_or_multi_level;seam;trivial,different_wall_count_or_topology;scope_or_adjacent_space_extent;panorama_seam_boundary;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
